ManualArea,TP_pixels,TP_%,FN_pixels,FN_%,FP_pixels,FP_%,ThresholdMethod,Bild
11941.0,6066,50.799765513776066,5875.0,49.200234486223934,0.0,0.0,Otsu,6
6667.0,1465,21.973901304934753,5202.0,78.02609869506524,0.0,0.0,Otsu,6
20200.0,14872,73.62376237623762,5328.0,26.37623762376238,0.0,0.0,Otsu,6
46265.0,25870,55.91699989192694,20395.0,44.08300010807306,0.0,0.0,Otsu,6
9777.0,7069,72.30234223176843,2708.0,27.697657768231565,0.0,0.0,Otsu,6
38727.0,31030,80.12497740594418,7697.0,19.875022594055828,0.0,0.0,Li,6
11941.0,9647,80.78887865337911,2294.0,19.211121346620885,0.0,0.0,Li,6
6667.0,2130,31.948402579871004,4537.0,68.051597420129,0.0,0.0,Li,6
20200.0,16952,83.92079207920791,3248.0,16.07920792079208,0.0,0.0,Li,6
46265.0,31493,68.07089592564573,14772.0,31.929104074354264,0.0,0.0,Li,6
9777.0,8276,84.64764242610208,1501.0,15.352357573897923,0.0,0.0,Li,6
38727.0,35888,92.66919720091926,2839.0,7.330802799080745,0.0,0.0,Triangle,6
11941.0,11066,92.67230550205176,875.0,7.3276944979482455,0.0,0.0,Triangle,6
6667.0,4137,62.05189740512974,2530.0,37.94810259487026,0.0,0.0,Triangle,6
20200.0,19661,97.33168316831683,539.0,2.6683168316831685,0.0,0.0,Triangle,6
46265.0,39697,85.8035231816708,6568.0,14.19647681832919,0.0,0.0,Triangle,6
9777.0,9387,96.01104633323105,390.0,3.9889536667689476,0.0,0.0,Triangle,6
